Scaffold,Length,NewChr,NewStart,NewEnd,NewOrientation,OldChr,OldStart,OldEnd
1792,813,Un,26499859,26500671,unknown,Un,62324094,62324906
1793,812,Un,26501672,26502483,unknown,Un,62325907,62326718
1794,810,Un,26503484,26504293,unknown,Un,62327719,62328528
1795,810,Un,26505294,26506103,unknown,Un,62329529,62330338
1796,810,Un,26507104,26507913,unknown,Un,62331339,62332148
1797,809,Un,26508914,26509722,unknown,Un,62333149,62333957
1798,808,Un,26510723,26511530,unknown,Un,62334958,62335765
1799,806,Un,26512531,26513336,unknown,Un,62336766,62337571
1800,805,Un,26514337,26515141,unknown,Un,62338572,62339376
1801,804,Un,26516142,26516945,unknown,Un,62340377,62341180
1802,802,Un,26517946,26518747,unknown,Un,62342181,62342982
1803,802,Un,26519748,26520549,unknown,Un,62343983,62344784
1804,800,Un,26521550,26522349,unknown,Un,62345785,62346584
1805,797,Un,26523350,26524146,unknown,Un,62347585,62348381
1806,793,Un,26525147,26525939,unknown,Un,62349382,62350174
1807,793,Un,26526940,26527732,unknown,Un,62351175,62351967
1808,793,Un,26528733,26529525,unknown,Un,62352968,62353760
1809,792,Un,26530526,26531317,unknown,Un,62354761,62355552
1810,789,Un,26532318,26533106,unknown,Un,62356553,62357341
1811,787,Un,26534107,26534893,unknown,Un,62358342,62359128
1812,787,Un,26535894,26536680,unknown,Un,62360129,62360915
1813,786,Un,26537681,26538466,unknown,Un,62361916,62362701
1814,785,Un,26539467,26540251,unknown,Un,62363702,62364486
1815,784,Un,26541252,26542035,unknown,Un,62365487,62366270
1816,784,Un,26543036,26543819,unknown,Un,62367271,62368054
1817,782,Un,26544820,26545601,unknown,Un,62369055,62369836
1818,775,Un,26546602,26547376,unknown,Un,62370837,62371611
1819,774,Un,26548377,26549150,unknown,Un,62372612,62373385
1820,774,Un,26550151,26550924,unknown,Un,62374386,62375159
1821,774,Un,26551925,26552698,unknown,Un,62376160,62376933
1822,772,Un,26553699,26554470,unknown,Un,62376934,62377705
1823,770,Un,26555471,26556240,unknown,Un,62378706,62379475
1824,765,Un,26557241,26558005,unknown,Un,62380476,62381240
1825,764,Un,26559006,26559769,unknown,Un,62382241,62383004
1826,762,Un,26560770,26561531,unknown,Un,62384005,62384766
1827,758,Un,26562532,26563289,unknown,Un,62385767,62386524
1828,757,Un,26564290,26565046,unknown,Un,62387525,62388281
1829,756,Un,26566047,26566802,unknown,Un,62389282,62390037
1830,755,Un,26567803,26568557,unknown,Un,62391038,62391792
1831,754,Un,26569558,26570311,unknown,Un,62392793,62393546
1832,753,Un,26571312,26572064,unknown,Un,62394547,62395299
1833,748,Un,26573065,26573812,unknown,Un,62396300,62397047
1834,746,Un,26574813,26575558,unknown,Un,62398048,62398793
1835,741,Un,26576559,26577299,unknown,Un,62399794,62400534
1836,739,Un,26578300,26579038,unknown,Un,62401535,62402273
1837,739,Un,26580039,26580777,unknown,Un,62403274,62404012
1838,738,Un,26581778,26582515,unknown,Un,62405013,62405750
1839,737,Un,26583516,26584252,unknown,Un,62406751,62407487
1840,735,Un,26585253,26585987,unknown,Un,62408488,62409222
1841,735,Un,26586988,26587722,unknown,Un,62410223,62410957
1842,729,Un,26588723,26589451,unknown,Un,62411958,62412686
1843,725,Un,26590452,26591176,unknown,Un,62413687,62414411
1844,724,Un,26592177,26592900,unknown,Un,62415412,62416135
1845,723,Un,26593901,26594623,unknown,Un,62417136,62417858
1846,721,Un,26595624,26596344,unknown,Un,62418859,62419579
1847,720,Un,26597345,26598064,unknown,Un,62420580,62421299
1848,717,Un,26599065,26599781,unknown,Un,62422300,62423016
1849,716,Un,26600782,26601497,unknown,Un,62424017,62424732
1850,712,Un,26602498,26603209,unknown,Un,62425733,62426444
1851,712,Un,26604210,26604921,unknown,Un,62427445,62428156
1852,712,Un,26605922,26606633,unknown,Un,62429157,62429868
1853,711,Un,26607634,26608344,unknown,Un,62430869,62431579
1854,710,Un,26609345,26610054,unknown,Un,62432580,62433289
1855,699,Un,26611055,26611753,unknown,Un,62434290,62434988
1856,695,Un,26612754,26613448,unknown,Un,62435989,62436683
1857,695,Un,26614449,26615143,unknown,Un,62437684,62438378
1858,694,Un,26616144,26616837,unknown,Un,62439379,62440072
1859,691,Un,26617838,26618528,unknown,Un,62441073,62441763
1860,690,Un,26619529,26620218,unknown,Un,62442764,62443453
1861,685,Un,26621219,26621903,unknown,Un,62444454,62445138
1862,680,Un,26622904,26623583,unknown,Un,62446139,62446818
1863,677,Un,26624584,26625260,unknown,Un,62447819,62448495
1864,672,Un,26626261,26626932,unknown,Un,62449496,62450167
1865,670,Un,26627933,26628602,unknown,Un,62451168,62451837
1866,658,Un,26629603,26630260,unknown,Un,62452838,62453495
1867,652,Un,26631261,26631912,unknown,Un,62454496,62455147
1868,649,Un,26632913,26633561,unknown,Un,62456148,62456796
1869,646,Un,26634562,26635207,unknown,Un,62457797,62458442
1870,642,Un,26636208,26636849,unknown,Un,62459443,62460084
1871,623,Un,26637850,26638472,unknown,Un,62461085,62461707
1872,617,Un,26639473,26640089,unknown,Un,62462708,62463324
1873,611,Un,26641090,26641700,unknown,Un,62464325,62464935
1874,607,Un,26642701,26643307,unknown,Un,62465936,62466542
1875,606,Un,26644308,26644913,unknown,Un,62467543,62468148
1876,603,Un,26645914,26646516,unknown,Un,62469149,62469751
1877,602,Un,26647517,26648118,unknown,Un,62470752,62471353
1878,598,Un,26649119,26649716,unknown,Un,62472354,62472951
1879,597,Un,26650717,26651313,unknown,Un,62473952,62474548
1880,596,Un,26652314,26652909,unknown,Un,62475549,62476144
1881,593,Un,26653910,26654502,unknown,Un,62477145,62477737
1882,590,Un,26655503,26656092,unknown,Un,62478738,62479327
1883,578,Un,26657093,26657670,unknown,Un,62480328,62480905
1884,577,Un,26658671,26659247,unknown,Un,62481906,62482482
1885,577,Un,26660248,26660824,unknown,Un,62483483,62484059
1886,572,Un,26661825,26662396,unknown,Un,62485060,62485631
1887,565,Un,26663397,26663961,unknown,Un,62486632,62487196
1888,564,Un,26664962,26665525,unknown,Un,62488197,62488760
1889,563,Un,26666526,26667088,unknown,Un,62489761,62490323
1890,557,Un,26668089,26668645,unknown,Un,62491324,62491880
1891,523,Un,26669646,26670168,unknown,Un,62492881,62493403
1892,514,Un,26671169,26671682,unknown,Un,62494404,62494917
1893,501,Un,26672683,26673183,unknown,Un,62495918,62496418
1894,490,Un,26674184,26674673,unknown,Un,62497419,62497908
1895,455,Un,26675674,26676128,unknown,Un,62498909,62499363
1896,439,Un,26677129,26677567,unknown,Un,62500364,62500802
1897,438,Un,26678568,26679005,unknown,Un,62501803,62502240
1898,436,Un,26680006,26680441,unknown,Un,62503241,62503676
1899,435,Un,26681442,26681876,unknown,Un,62504677,62505111
1900,427,Un,26682877,26683303,unknown,Un,62506112,62506538
1901,420,Un,26684304,26684723,unknown,Un,62507539,62507958
1902,414,Un,26685724,26686137,unknown,Un,62508959,62509372
1903,414,Un,26687138,26687551,unknown,Un,62510373,62510786
1904,398,Un,26688552,26688949,unknown,Un,62511787,62512184
1905,373,Un,26689950,26690322,unknown,Un,62513185,62513557
1906,362,Un,26691323,26691684,unknown,Un,62514558,62514919
1907,342,Un,26692685,26693026,unknown,Un,62515920,62516261
1908,326,Un,26694027,26694352,unknown,Un,62517262,62517587
1909,316,Un,26695353,26695668,unknown,Un,62518588,62518903
1910,312,Un,26696669,26696980,unknown,Un,62519904,62520215
1911,294,Un,26697981,26698274,unknown,Un,62521216,62521509
1912,294,Un,26699275,26699568,unknown,Un,62522510,62522803
1913,288,Un,26700569,26700856,unknown,Un,62523804,62524091
1914,285,Un,26701857,26702141,unknown,Un,62525092,62525376
1915,273,Un,26703142,26703414,unknown,Un,62526377,62526649
1916,266,Un,26704415,26704680,unknown,Un,62527650,62527915
1917,260,Un,26705681,26705940,unknown,Un,62528916,62529175
1918,259,Un,26706941,26707199,unknown,Un,62530176,62530434
1919,258,Un,26708200,26708457,unknown,Un,62531435,62531692
1920,251,Un,26709458,26709708,unknown,Un,62532693,62532943
1921,249,Un,26710709,26710957,unknown,Un,62533944,62534192
1922,244,Un,26711958,26712201,unknown,Un,62535193,62535436
1923,226,Un,26713202,26713427,unknown,Un,62536437,62536662
1924,218,Un,26714428,26714645,unknown,Un,62537663,62537880
1925,193,Un,26715646,26715838,unknown,Un,62538881,62539073
1926,176,Un,26716839,26717014,unknown,Un,62540074,62540249
1927,175,Un,26718015,26718189,unknown,Un,62541250,62541424
1928,149,Un,26719190,26719338,unknown,Un,62542425,62542573
1929,138,Un,26720339,26720476,unknown,Un,62543574,62543711
1930,134,Un,26721477,26721610,unknown,Un,62544712,62544845
1931,132,Un,26722611,26722742,unknown,Un,62545846,62545977
1932,107,Un,26723743,26723849,unknown,Un,62546978,62547084
1933,67,Un,26724850,26724916,unknown,Un,62548085,62548151
1934,60,Un,26725917,26725976,unknown,Un,62549152,62549211
NA,15742,M,1,15742,unknown,M,1,15742
